Fre(kHz),Re,Im
-99.945068359375,1.69484470931086,2.98878744984972,ZeroPoint:Tj,21,20
-99.7543334960938,0.235421233666957,2.41540096372517,Const.;stime,3.48716712,6.4E-07
-99.5635986328125,1.27355827579754,1.4329621347249,Fre.Range:Tau,-100:100,1.5E-05
-99.3728637695313,0.317904566670004,1.49851796651236,FFTSize:DataSize:Firstpul,8192:8192,6E-07
-99.18212890625,-0.636613530356008,2.50174476551464,97kfidF6666,Freq.=141430000
-98.9913940429688,2.48265620874624,2.0581449039734
-98.8006591796875,0.2705943855627,3.03910587957905
-98.6099243164063,1.81650814896115,2.59684848427459
-98.419189453125,0.421285608306614,0.0521868821257736
-98.2284545898438,-0.716412866785033,3.34019082873219
-98.0377197265625,-0.399485884629049,2.13635094886992
-97.8469848632813,0.238341005705139,1.39694564187626
-97.65625,2.32542164579506,2.88291146823425
-97.4655151367188,-0.042013488411981,1.99385652362213
-97.2747802734375,-0.341173239869657,2.40011716209145
-97.0840454101563,0.635036503288192,3.20809371023057
-96.893310546875,1.59241416524536,2.41229392099129
-96.7025756835938,1.60383177784739,2.21450176137354
-96.5118408203125,0.920907150335925,1.06339787084644
-96.3211059570313,0.390691534755555,1.99861319622489
-96.13037109375,1.10610200093793,2.22221736256946
-95.9396362304688,1.87337789256978,1.95429101273096
-95.7489013671875,0.18016519027761,2.52121478169706
-95.5581665039063,0.0879386534118943,2.23352230278692
-95.367431640625,0.992327419877858,0.939760662069915
-95.1766967773438,0.614306849150813,2.00355999084811
-94.9859619140625,1.63116572107506,1.19436616462617
-94.7952270507813,0.986496971233592,3.06918596770873
-94.6044921875,-0.273466541943922,1.84792766344063
-94.4137573242188,1.80742700720947,2.95657368522563
-94.2230224609375,0.550034629327986,1.45967053570374
-94.0322875976563,0.20103844880046,2.15753227422393
-93.841552734375,1.9607596658456,1.56094958417359
-93.6508178710938,1.39117433106891,3.29966163674576
-93.4600830078125,0.760919813189921,1.99671409573031
-93.2693481445313,0.783340074831995,1.59542561264035
-93.07861328125,0.00374638632736193,2.29228198695035
-92.8878784179688,1.73227791486204,2.82734771519699
-92.6971435546875,-0.241410063017998,1.96875101716586
-92.5064086914063,0.873531625698895,3.43919899472255
-92.315673828125,1.58088676484117,3.26931383644186
-92.1249389648438,0.392623301561618,0.891560460429709
-91.9342041015625,1.13681585553295,1.45717344281582
-91.7434692382813,-0.376508345409508,1.04217742602737
-91.552734375,0.181674818635013,2.81675205990102
-91.3619995117188,0.617909163933655,3.27989273934729
-91.1712646484375,0.219694862009322,3.0265676972491
-90.9805297851563,0.0962702064359814,1.52801906982715
-90.789794921875,1.07561966622581,1.66729235750768
