71k0118fidF002SPC.txt       ,              0.002        ,              126.356030050944 
71k0118fidF005SPC.txt       ,              0.005        ,              207.414215316125 
71k0118fidF008SPC.txt       ,              0.008        ,              383.772624932279 
71k0118fidF010SPC.txt       ,              0.01         ,              308.418176236591 
71k0118fidF030SPC.txt       ,              0.03         ,              741.46813440351 
71k0118fidF040SPC.txt       ,              0.04         ,              851.250382067136 
71k0118fidF050SPC.txt       ,              0.05         ,              916.749314167029 
71k0118fidF100SPC.txt       ,              0.1          ,              1168.42397661079 
71k0118fidF200SPC.txt       ,              0.2          ,              1394.7380775353 
71k0118fidF300SPC.txt       ,              0.3          ,              1458.85521369975 
71k0118fidF500SPC.txt       ,              0.5          ,              1713.15228515157 
71k0118fidF700SPC.txt       ,              0.7          ,              1619.19365027683 
71k0118fidF1000SPC.txt      ,              1            ,              1704.83410901842 
71k0118fidF1300SPC.txt      ,              1.3          ,              1880.17468212556 
71k0118fidF1600SPC.txt      ,              1.6          ,              1906.25376537298 
71k0118fidF2000SPC.txt      ,              2            ,              1974.9780858795 
71k0118fidF3000SPC.txt      ,              3            ,              2245.82841554833 
71k0118fidF4000SPC.txt      ,              4            ,              2258.63643787769 
71k0118fidF5000SPC.txt      ,              5            ,              2407.92697635995 
71k0118fidF6666SPC.txt      ,              20           ,              2430.97153667805 
71k0118fidF7777SPC.txt      ,              20           ,              2650.35661997378 
71k0118fidF8000SPC.txt      ,              8            ,              2507.61637157604 
