Fre(kHz),Re,Im
-99.945068359375,0.635248788285808,-0.436633843532701,ZeroPoint:Tj,62,0.5
-99.7543334960938,-0.747844143836972,-0.522448847772133,Const.;stime,2.89026464,6.4E-07
-99.5635986328125,-0.468132195248867,1.37280739100976,Fre.Range:Tau,-100:100,1.5E-05
-99.3728637695313,0.27320931447025,1.44550007791863,FFTSize:DataSize:Firstpul,8192:8192,5E-07
-99.18212890625,-1.31004302387505,0.293344298906856,9msF500,Freq.=141410000
-98.9913940429688,-1.20392924564471,2.27512032097998
-98.8006591796875,-0.389523219696074,0.936835215648184
-98.6099243164063,-0.58375773126954,3.07937643048152
-98.419189453125,-0.00733890671622267,0.713210937804655
-98.2284545898438,1.51776143699645,0.721217711631167
-98.0377197265625,-0.326337336380189,0.413386488115125
-97.8469848632813,0.117714677958379,1.81682097779854
-97.65625,-0.884811041957786,1.65556253548425
-97.4655151367188,-0.363084886728059,0.0725941478552034
-97.2747802734375,-1.76703970587807,0.19693981591637
-97.0840454101563,1.75947659289994,0.162152968517167
-96.893310546875,0.231824942697381,1.14201293448688
-96.7025756835938,0.488927865496596,0.898930619676521
-96.5118408203125,-1.65564561187185,2.1319724845051
-96.3211059570313,0.0588140783767652,-0.133202819298402
-96.13037109375,1.15239879638934,0.855590185686881
-95.9396362304688,1.53807452819794,-0.64266131069084
-95.7489013671875,1.67986904986726,1.35241961002033
-95.5581665039063,-0.48315035818865,1.28277662185544
-95.367431640625,-0.568868061828951,0.553501878177611
-95.1766967773438,-0.396461407441728,0.95265548487531
-94.9859619140625,1.59403820597533,1.00323640896549
-94.7952270507813,0.388910838088772,1.92459818210324
-94.6044921875,0.0936482110355794,0.787909230579773
-94.4137573242188,0.221158056205047,1.31150898758914
-94.2230224609375,-0.737537864029245,0.291512111553541
-94.0322875976563,-0.806367898553197,2.31618004626375
-93.841552734375,-0.118436994593151,0.523409550837834
-93.6508178710938,-1.35324207753229,-0.944003071418152
-93.4600830078125,-0.610065421549554,1.53539804260548
-93.2693481445313,0.336917193855722,0.341731093429745
-93.07861328125,1.47024864417573,2.17458565547795
-92.8878784179688,-0.809335026498061,1.41160739661107
-92.6971435546875,1.00793099071992,-0.121812511512617
-92.5064086914063,-0.642400462333477,0.0637121057512884
-92.315673828125,-2.86445904575791,0.536798529279895
-92.1249389648438,-0.563429399254936,2.01307129809149
-91.9342041015625,0.282724089218048,2.70887265494621
