Fre(kHz),Re,Im
-149.917602539063,-0.696900607902834,0.724224659238966,ZeroPoint:Tj,63,1.3
-149.726867675781,0.292967535348258,1.21029218713433,Const.;stime,-19.03804752,6.4E-07
-149.5361328125,1.66779747318786,1.97876714812138,Fre.Range:Tau,-150:150,1.5E-05
-149.345397949219,0.658023569910557,0.165970898150877,FFTSize:DataSize:Firstpul,8192:8192,4.5E-07
-149.154663085938,0.256397581386323,1.59273134680461,50KspinechoT1F6666,Freq.=141410000
-148.963928222656,1.15512540092289,1.50368142112089
-148.773193359375,-0.0927546784821441,1.09855709705759
-148.582458496094,-0.229982433521678,0.822352249008345
-148.391723632813,-0.336119454390852,1.74209954796123
-148.200988769531,-0.037035990654699,0.282375141671497
-148.01025390625,-0.501112232109166,1.06901225303772
-147.819519042969,1.0573973844907,1.63417682475975
-147.628784179688,0.456634425016333,1.80090531717512
-147.438049316406,1.06717628744435,1.38015606037465
-147.247314453125,0.362777042982436,1.24380869586474
-147.056579589844,-0.0120667683355459,0.847350226843119
-146.865844726563,-0.352568575157254,1.12091876052496
-146.675109863281,-0.0701781234139308,0.99535391021493
-146.484375,0.420467212638275,1.01850953318637
-146.293640136719,-0.217296113240926,0.930453606387894
-146.102905273438,-0.285971341808508,1.37157446785791
-145.912170410156,0.179277520784966,0.6400796273163
-145.721435546875,0.588803199957497,0.0820862722491124
-145.530700683594,-0.654850390894048,1.49668854726822
-145.339965820313,0.0878140555915782,0.588595818547775
-145.149230957031,0.121625192465035,1.43951675422519
-144.95849609375,0.130816610894347,1.11268954631232
-144.767761230469,-0.173734678367801,1.14753690355679
-144.577026367188,-0.0329681958740661,1.08660237831177
-144.386291503906,-0.501244103543051,0.299887774456722
-144.195556640625,-0.0462759587026613,0.385681646719523
-144.004821777344,0.0544352042221625,1.45608256724698
-143.814086914063,-0.704235517211985,1.93357143606288
-143.623352050781,-0.59466271987229,0.68132935513365
-143.4326171875,-0.135048314356063,0.105729166649803
-143.241882324219,-1.17231763695297,0.420214048618351
-143.051147460938,0.638229494587333,0.801285284765171
-142.860412597656,1.09381865526723,0.474372381138921
-142.669677734375,-0.0587270652188414,-0.63390191581488
-142.478942871094,0.41903341234759,1.96767903580766
-142.288208007813,0.859491364992706,0.872079403932843
-142.097473144531,0.589744616361238,1.18949100190155
-141.90673828125,-1.35703202000544,0.621237852353731
-141.716003417969,0.93731082231319,0.883759038620927
-141.525268554688,0.383533369428892,1.66195424533205
-141.334533691406,-2.23030552977743,1.0854020195461
-141.143798828125,0.619928539728406,1.20066208496124
-140.953063964844,0.634665576888888,1.86541486581503
-140.762329101563,0.329703914945794,0.59692156947587
-140.571594238281,-1.28549750073261,1.30106904670727
-140.380859375,0.800024381710108,1.02386391627569
-140.190124511719,0.940062087711969,0.0902168377711198
-139.999389648438,0.41039353000028,-0.0588547929144658
-139.808654785156,-0.0615677904521875,1.96926581888378
-139.617919921875,-0.00338317161746165,1.82323879195822
-139.427185058594,0.0582898496950687,2.58092122623696
-139.236450195313,1.72407460536261,-0.018579120745098
-139.045715332031,0.138552926590011,0.388383487715689
