Fre(kHz),Re,Im
-49.9725341796875,-0.211664700635121,0.445879209844203,ZeroPoint:Tj,59,2
-49.7817993164063,5.24515607047856,6.56485643292422,Const.;stime,2.9845124,6.4E-07
-49.591064453125,1.84620403827864,3.99604147085727,Fre.Range:Tau,-50:50,1.5E-05
-49.4003295898438,3.18677193777133,6.93179054251535,FFTSize:DataSize:Firstpul,8192:8192,8E-07
-49.2095947265625,-3.13216050766454,2.80754916642746,73Kguruguru_tuzukiF1230,Freq.=139776000
-49.0188598632813,-2.35869758211226,0.593355976835761
-48.828125,5.0582148300971,3.58575335690434
-48.6373901367188,3.25837091345265,0.468537480942049
-48.4466552734375,7.9952622787919,-0.514858946465592
-48.2559204101563,2.57472737917078,5.07532553402732
-48.065185546875,2.33624736983738,4.33316162555108
-47.8744506835938,1.27133632206356,-0.805346143253759
-47.6837158203125,-1.15133091124394,3.06669612851519
-47.4929809570313,-1.60865805420838,4.91892216949649
-47.30224609375,-0.331796804683889,4.54305913739169
-47.1115112304688,0.86051617659057,8.23419331451023
-46.9207763671875,6.28291226282028,2.08296204921453
-46.7300415039063,5.35081066813034,1.86784664533245
-46.539306640625,3.61163208767984,0.847297360012006
-46.3485717773438,1.23119210594211,-0.75453213853208
-46.1578369140625,0.695403101080344,2.30833767749906
-45.9671020507813,0.0513274450487201,4.42709285121704
-45.7763671875,4.01237347795237,4.09328896658798
-45.5856323242188,2.3758014598459,1.75021705102686
-45.3948974609375,1.52814928698111,1.89959040778455
-45.2041625976563,2.67897253073959,2.71346329856971
-45.013427734375,4.88137635363027,7.54099683790251
-44.8226928710938,3.16694764501042,0.521501533140492
-44.6319580078125,3.13030533137776,-0.111850910640961
-44.4412231445313,5.86344972098909,-0.95958108421196
-44.25048828125,-0.991137033605624,0.863257917933278
-44.0597534179688,7.47836432591867,3.80789092875516
-43.8690185546875,2.92070164231229,5.07435178240795
-43.6782836914063,1.04900827530187,1.23463800011904
-43.487548828125,1.12644752219454,9.15958558348235
-43.2968139648438,5.99133567646503,4.08713253315131
-43.1060791015625,8.60571259145723,3.5544856855055
-42.9153442382813,0.581774031656919,6.58677024410621
-42.724609375,2.97250463155885,3.49983410449829
-42.5338745117188,3.68176867638988,4.80147599490668
-42.3431396484375,-0.291171698984959,3.80471239407427
-42.1524047851563,1.53084839722364,2.01364511138394
-41.961669921875,-1.65052181353382,4.64716185506607
-41.7709350585938,-0.788871094225145,1.77599210650015
-41.5802001953125,4.57252891202634,-0.554199896833722
-41.3894653320313,-0.427777032448624,-0.775171842099804
-41.19873046875,4.76787288788198,3.19772063403588
-41.0079956054688,2.51960638079358,2.88963685564437
-40.8172607421875,3.98726253862781,5.08591359289443
-40.6265258789063,2.6826473477873,-2.95694944499526
-40.435791015625,3.44400193080344,4.83898482155204
-40.2450561523438,-1.70074679227059,6.66147671375384
-40.0543212890625,0.696420552499913,4.12455655796381
-39.8635864257813,7.2182132411054,3.01974406437374
-39.6728515625,2.83471030327272,4.37381693294111
-39.4821166992188,-0.885654838695419,6.89030931192564
-39.2913818359375,5.0759787533712,0.979922277906629
-39.1006469726563,-0.538680125128633,-1.23095450231522
-38.909912109375,3.95334750883713,5.23264034918444
-38.7191772460938,0.525144065636959,7.25354039836412
-38.5284423828125,0.838031634821505,-0.550337836324148
-38.3377075195313,3.19243629010525,0.620006172353066
-38.14697265625,4.95078886206187,-6.14228633212217
-37.9562377929688,3.9332292375772,-0.472583258567612
-37.7655029296875,0.528636805552912,5.2221478015021
