Fre(kHz),Re,Im
-59.8907470703125,4.43527372853855,-0.911151645946421,ZeroPoint:Tj,48,5
-59.7000122070313,-0.310926237829305,2.43356408097944,Const.;stime,8.07389144,6.4E-07
-59.50927734375,4.11428364453217,3.80026475533727,Fre.Range:Tau,-60:60,3E-05
-59.3185424804688,-5.25983344473112,1.51261849358302,FFTSize:DataSize:Firstpul,8192:8192,8E-07
-59.1278076171875,-3.7183821822711,-0.0883078239144848,90kT1-2F5000,Freq.=139776000
-58.9370727539063,-0.379195887655601,-2.42768059575325
-58.746337890625,-2.06544287341946,0.293944436381051
-58.5556030273438,-7.19210826179163,0.922676820854859
-58.3648681640625,-1.96821523717375,3.54395104412239
-58.1741333007813,3.22084288020281,2.21880505085862
-57.9833984375,5.39582595528972,3.72286371158048
-57.7926635742188,0.757631323883475,-3.32058634402569
-57.6019287109375,3.07166108841752,0.404238478045631
-57.4111938476563,3.82794704178865,2.72553122334196
-57.220458984375,4.00182151971542,-0.927637903141328
-57.0297241210938,0.133771687855946,5.08321330806281
-56.8389892578125,-3.85364182407427,4.15704733489836
-56.6482543945313,-0.34495171637261,2.3250698472055
-56.45751953125,6.39674956506236,2.97466862694942
-56.2667846679688,1.52660627609374,-7.57440147721674
-56.0760498046875,-7.00825973008187,2.86728115183208
-55.8853149414063,4.44245493051915,0.0309324373749599
-55.694580078125,-0.828419881755367,0.170731653097515
-55.5038452148438,1.24219473929562,3.38010106656341
-55.3131103515625,-2.75494523331646,-0.928871183234328
-55.1223754882813,-2.22211958731951,5.84150379586704
-54.931640625,0.0798678641930807,3.58384381938147
-54.7409057617188,2.59176485486206,-2.35524308322222
-54.5501708984375,-3.18998481375497,-3.4726647515693
-54.3594360351563,-0.869347286989722,-3.14455805255377
-54.168701171875,-3.88641784992532,-2.07954670310764
-53.9779663085938,0.707767253165455,-5.27977978554411
-53.7872314453125,-1.57239199301056,-4.84458902289051
-53.5964965820313,-5.27826606789893,2.62444702628694
-53.40576171875,3.58008767551757,2.01073777709853
-53.2150268554688,1.65973701448514,-0.885142742668686
-53.0242919921875,-3.21924000554436,-1.29033170941618
